stack,size,repeat,attempt,ccu,duration,inflight,client_rc,throughput_msg_s,throughput_mib_s,p50_us,p95_us,p99_us,pass_fail,port,client_log,server_log
zlink,1024,1,1,10000,5,1,0,135070.80,263.81,50784.26,71822.72,92513.31,PASS,20910,doc/plan/baseline/20260218_tune_raw_default/logs/zlink_s1024_r1_a1_client.log,doc/plan/baseline/20260218_tune_raw_default/logs/zlink_s1024_r1_a1_server.log
zlink,1024,2,1,10000,5,1,0,135643.80,264.93,48124.60,69322.41,102171.22,PASS,20911,doc/plan/baseline/20260218_tune_raw_default/logs/zlink_s1024_r2_a1_client.log,doc/plan/baseline/20260218_tune_raw_default/logs/zlink_s1024_r2_a1_server.log
