stack,size,repeat,attempt,ccu,duration,inflight,client_rc,throughput_msg_s,throughput_mib_s,p50_us,p95_us,p99_us,pass_fail,port,client_log,server_log
zlink,1024,1,1,10000,5,1,0,138404.40,270.32,50681.44,74476.32,96012.76,PASS,21475,doc/plan/baseline/20260218_tune_raw_disable_gather/logs/zlink_s1024_r1_a1_client.log,doc/plan/baseline/20260218_tune_raw_disable_gather/logs/zlink_s1024_r1_a1_server.log
zlink,1024,2,1,10000,5,1,0,135785.00,265.21,47714.81,70974.28,95012.73,PASS,21476,doc/plan/baseline/20260218_tune_raw_disable_gather/logs/zlink_s1024_r2_a1_client.log,doc/plan/baseline/20260218_tune_raw_disable_gather/logs/zlink_s1024_r2_a1_server.log
