stack,size,repeat,attempt,ccu,duration,inflight,client_rc,throughput_msg_s,throughput_mib_s,p50_us,p95_us,p99_us,pass_fail,port,client_log,server_log
zlink,64,1,1,10000,5,1,0,156877.20,19.15,33699.28,53428.33,116141.23,PASS,21467,doc/plan/baseline/20260217_probe_zlink_stream_engine_s64/logs/zlink_s64_r1_a1_client.log,doc/plan/baseline/20260217_probe_zlink_stream_engine_s64/logs/zlink_s64_r1_a1_server.log
